id,class
926,4
927,3
928,2
929,0
930,4
931,0
932,9
933,8
934,4
935,3
936,9
937,7
938,5
939,7
940,9
941,8
942,1
943,9
944,4
945,5
946,8
947,6
948,4
949,6
950,9
951,1
952,9
953,3
954,7
955,5
956,9
957,7
958,8
959,4
960,8
961,6
962,9
963,8
964,6
965,7
966,1
967,7
968,7
969,9
970,8
971,0
972,9
973,2
974,6
975,5
976,8
977,0
978,5
979,4
980,3
981,2
982,8
983,2
984,6
985,4
986,0
987,7
988,7
989,4
990,0
991,7
992,8
993,0
994,2
995,3
996,5
997,1
998,6
999,4
1000,2
1001,8
1002,2
1003,4
1004,9
1005,2
1006,4
1007,3
1008,3
1009,0
1010,9
1011,5
1012,6
1013,6
1014,4
1015,0
1016,1
1017,0
1018,3
1019,2
1020,6
1021,0
1022,4
1023,2
1024,7
1025,3
1026,6
1027,6
1028,7
1029,1
1030,4
1031,2
1032,2
1033,6
1034,4
1035,8
1036,5
1037,3
1038,5
1039,4
1040,1
1041,3
1042,8
1043,6
1044,3
1045,9
1046,2
1047,4
1048,2
1049,7
1050,2
1051,1
1052,7
1053,1
1054,2
1055,0
1056,5
1057,0
1058,0
1059,8
1060,9
1061,7
1062,4
1063,8
1064,4
1065,1
1066,6
1067,5
1068,7
1069,9
1070,8
1071,1
1072,5
1073,3
1074,5
1075,1
1076,6
1077,7
1078,9
1079,7
1080,7
1081,0
1082,7
1083,6
1084,8
1085,1
1086,3
1087,7
1088,0
1089,4
1090,2
1091,9
1092,4
1093,3
1094,6
1095,2
1096,1
1097,7
1098,8
1099,2
1100,3
1101,6
1102,3
1103,8
1104,1
1105,8
1106,4
1107,9
1108,6
1109,2
1110,5
1111,1
1112,8
1113,1
1114,4
1115,3
1116,9
1117,4
1118,1
1119,0
1120,3
1121,7
1122,4
1123,9
1124,9
1125,5
1126,5
1127,9
1128,6
1129,2
1130,7
1131,5
1132,1
1133,5
1134,9
1135,4
1136,0
1137,1
1138,4
1139,5
1140,1
1141,1
1142,8
1143,7
1144,0
1145,1
1146,5
1147,9
1148,8
1149,9
1150,7
1151,6
1152,2
1153,9
1154,0
1155,9
1156,9
1157,1
1158,3
1159,6
1160,6
1161,5
1162,7
1163,9
1164,0
1165,6
1166,6
1167,5
1168,1
1169,8
1170,1
1171,8
1172,0
1173,9
1174,3
1175,5
1176,1
1177,2
1178,0
1179,8
1180,7
1181,9
1182,1
1183,9
1184,5
1185,7
1186,5
1187,3
1188,0
1189,7
1190,4
1191,8
1192,0
1193,2
1194,6
1195,6
1196,7
1197,1
1198,7
1199,8
1200,4
1201,8
1202,5
1203,2
1204,2
1205,5
1206,9
1207,1
1208,4
1209,5
1210,1
1211,6
1212,5
1213,2
1214,9
1215,7
1216,5
1217,4
1218,7
1219,9
1220,3
1221,7
1222,2
1223,3
1224,6
1225,5
1226,8
1227,8
1228,7
1229,1
1230,0
1231,3
1232,4
1233,7
1234,2
1235,9
1236,2
1237,5
1238,8
1239,4
1240,2
1241,1
1242,7
1243,3
1244,1
1245,8
1246,4
1247,1
1248,6
1249,0
1250,1
1251,5
1252,9
1253,8
1254,6
1255,5
1256,8
1257,8
1258,8
1259,3
1260,7
1261,4
1262,3
1263,3
1264,3
1265,4
1266,6
1267,9
1268,7
1269,5
1270,1
1271,6
1272,6
1273,3
1274,7
1275,8
1276,5
1277,3
1278,0
1279,0
1280,2
1281,4
1282,4
1283,0
1284,2
1285,2
1286,5
1287,5
1288,4
1289,0
1290,6
1291,2
1292,1
1293,0
1294,8
1295,8
1296,6
1297,3
1298,5
1299,3
1300,1
1301,2
1302,4
1303,6
1304,7
1305,6
1306,8
1307,1
1308,4
1309,3
1310,9
1311,9
1312,7
1313,4
1314,7
1315,3
1316,7
1317,9
1318,5
1319,1
1320,6
1321,1
1322,8
1323,5
1324,7
1325,4
1326,4
1327,7
1328,9
1329,5
1330,7
1331,3
1332,2
1333,5
1334,2
1335,3
1336,2
1337,8
1338,7
1339,8
1340,9
1341,1
1342,6
1343,0
1344,5
1345,0
1346,1
1347,3
1348,0
1349,7
1350,3
1351,0
1352,0
1353,0
1354,7
1355,6
1356,6
1357,0
1358,7
1359,7
1360,0
1361,4
1362,0
1363,4
1364,9
1365,8
1366,7
1367,6
1368,3
1369,9
1370,0
1371,2
1372,8
1373,8
1374,2
1375,8
1376,4
1377,4
1378,8
1379,4
1380,4
1381,3
1382,4
1383,5
1384,5
1385,4
1386,2
1387,6
1388,9
1389,6
1390,4
1391,5
1392,0
1393,4
1394,2
1395,2
1396,6
1397,4
1398,6
1399,1
1400,1
1401,5
1402,1
1403,4
1404,7
1405,6
1406,8
1407,2
1408,3
1409,0
1410,3
1411,5
1412,8
1413,3
1414,6
1415,3
1416,1
1417,9
1418,1
1419,7
1420,9
1421,8
1422,9
1423,2
1424,7
1425,0
1426,6
1427,0
1428,7
1429,3
1430,6
1431,0
1432,3
1433,6
1434,3
1435,5
1436,5
1437,8
1438,4
1439,7
1440,0
1441,6
1442,6
1443,6
1444,1
1445,2
1446,4
1447,3
1448,6
1449,7
1450,9
1451,4
1452,2
1453,3
1454,1
1455,1
1456,4
1457,6
1458,3
1459,0
1460,8
1461,4
1462,4
1463,1
1464,9
1465,8
1466,8
1467,3
1468,5
1469,0
1470,4
1471,1
1472,0
1473,1
1474,2
1475,6
1476,1
1477,3
1478,6
1479,0
1480,0
1481,5
1482,6
1483,9
1484,6
1485,8
1486,4
1487,0
1488,9
1489,2
1490,2
1491,8
1492,5
1493,5
1494,3
1495,2
1496,1
1497,9
1498,4
1499,9
1500,3
1501,8
1502,1
1503,4
1504,9
1505,9
1506,5
1507,0
1508,8
1509,2
1510,3
1511,7
1512,8
1513,9
1514,4
1515,5
1516,3
1517,2
1518,5
1519,0
1520,7
1521,2
1522,1
1523,1
1524,4
1525,4
1526,8
1527,9
1528,4
1529,6
1530,9
1531,4
1532,9
1533,3
1534,5
1535,6
1536,9
1537,9
1538,7
1539,7
1540,6
1541,1
1542,6
1543,8
1544,8
1545,3
1546,1
1547,6
1548,7
1549,7
1550,2
1551,0
1552,7
1553,5
1554,2
1555,5
1556,4
1557,6
1558,9
1559,7
1560,6
1561,1
1562,6
1563,6
1564,7
1565,9
1566,9
1567,1
1568,4
1569,2
1570,2
1571,5
1572,7
1573,9
1574,9
1575,9
1576,1
1577,6
1578,4
1579,3
1580,3
1581,1
1582,3
1583,3
1584,3
1585,1
1586,1
1587,9
1588,9
1589,8
1590,3
1591,8
1592,0
1593,0
1594,2
1595,6
1596,6
1597,1
1598,4
1599,4
1600,2
1601,0
1602,2
1603,8
1604,7
1605,2
1606,5
1607,2
1608,0
1609,8
1610,7
1611,6
1612,5
1613,9
1614,5
1615,4
1616,8
1617,7
1618,3
1619,5
1620,6
1621,5
1622,1
1623,1
1624,9
1625,9
1626,9
1627,7
1628,8
1629,0
1630,6
1631,0
1632,3
1633,3
1634,7
1635,8
1636,0
1637,1
1638,1
1639,4
1640,7
1641,2
1642,7
1643,3
1644,3
1645,8
1646,6
1647,5
1648,9
1649,1
1650,0
1651,1
1652,1
1653,8
1654,2
1655,4
1656,5
1657,2
1658,3
1659,9
1660,2
1661,8
1662,8
1663,7
1664,1
1665,0
1666,8
1667,8
1668,1
1669,0
1670,0
1671,3
1672,6
1673,5
1674,1
1675,0
1676,7
1677,0
1678,8
1679,3
1680,2
1681,8
1682,9
1683,8
1684,7
1685,8
1686,5
1687,1
1688,4
1689,5
1690,0
1691,3
1692,8
1693,6
1694,9
1695,9
1696,8
1697,1
1698,3
1699,7
1700,4
1701,6
1702,8
1703,7
1704,7
1705,4
1706,0
1707,9
1708,4
1709,9
1710,6
1711,6
1712,9
1713,6
1714,4
1715,6
1716,5
1717,8
1718,9
1719,2
1720,0
1721,8
1722,1
1723,3
1724,3
1725,2
1726,1
1727,7
1728,3
1729,9
1730,7
1731,1
1732,5
1733,1
1734,5
1735,1
1736,8
1737,0
1738,4
1739,9
1740,1
1741,3
1742,7
1743,5
1744,4
1745,9
1746,3
1747,7
1748,8
1749,2
1750,9
1751,8
1752,4
1753,4
1754,8
1755,2
1756,0
1757,2
1758,8
1759,8
1760,5
1761,9
1762,6
1763,7
1764,0
1765,7
1766,6
1767,9
1768,5
1769,2
1770,1
1771,7
1772,5
1773,7
1774,3
1775,2
1776,2
1777,0
1778,7
1779,9
1780,6
1781,3
1782,7
1783,2
1784,1
1785,9
1786,6
1787,1
1788,9
1789,5
1790,6
1791,2
1792,8
1793,4
1794,7
1795,5
1796,9
1797,6
1798,2
1799,3
1800,3
1801,9
1802,5
1803,6
1804,0
1805,5
1806,6
1807,3
1808,2
1809,0
1810,7
1811,7
1812,6
1813,6
1814,1
1815,1
1816,5
1817,5
1818,4
1819,4
1820,3
1821,6
1822,8
1823,3
1824,7
1825,5
1826,3
1827,1
1828,5
1829,2
1830,2
1831,8
1832,2
1833,7
1834,5
1835,3
1836,7
1837,3
1838,1
1839,9
1840,0
1841,0
1842,7
1843,3
1844,6
1845,0
1846,0
1847,0
1848,8
1849,1
1850,4
1851,7
1852,6
1853,4
1854,6
1855,1
1856,4
1857,1
1858,2
1859,8
1860,4
1861,9
1862,6
1863,1
1864,7
1865,6
1866,4
1867,3
1868,3
1869,3
1870,9
1871,9
1872,0
1873,8
1874,0
1875,8
1876,0
1877,1
1878,7
1879,8
1880,8
1881,5
1882,1
1883,6
1884,1
1885,3
1886,9
1887,7
1888,0
1889,8
1890,8
1891,4
1892,7
1893,5
1894,8
1895,6
1896,2
1897,7
1898,2
1899,9
1900,5
1901,8
1902,1
1903,4
1904,9
1905,5
1906,9
1907,6
1908,7
1909,3
1910,1
1911,4
1912,1
1913,6
1914,7
1915,4
1916,8
1917,1
1918,9
1919,6
1920,3
1921,0
1922,4
1923,5
1924,0
1925,3
1926,2
1927,1
1928,9
1929,5
1930,8
1931,3
1932,5
1933,2
1934,6
1935,8
1936,1
1937,1
1938,5
1939,1
1940,0
1941,6
1942,0
1943,9
1944,3
1945,3
1946,8
1947,8
1948,5
1949,3
1950,2
1951,4
1952,7
1953,5
1954,9
1955,7
1956,5
1957,7
1958,2
1959,2
1960,6
1961,9
1962,9
1963,6
1964,3
1965,6
1966,8
1967,3
1968,3
1969,3
1970,1
1971,7
1972,2
1973,5
1974,8
1975,5
1976,4
1977,7
1978,9
1979,3
1980,8
1981,4
1982,3
1983,5
1984,1
1985,3
1986,7
1987,1
1988,1
1989,4
1990,1
1991,0
1992,1
1993,3
1994,5
1995,1
1996,5
1997,6
1998,8
1999,0
2000,3
2001,3
2002,8
2003,9
2004,1
2005,4
2006,1
2007,4
2008,0
2009,5
2010,1
2011,0
2012,0
2013,6
2014,0
2015,3
2016,4
2017,6
2018,0
2019,4
2020,5
2021,9
2022,8
2023,5
2024,3
2025,7
2026,0
2027,1
2028,2
2029,2
2030,7
2031,0
2032,5
2033,8
2034,6
2035,9
2036,0
2037,2
2038,6
2039,2
2040,1
2041,9
2042,5
2043,8
2044,8
2045,3
2046,3
2047,9
2048,3
2049,5
2050,2
2051,6
2052,8
2053,5
2054,8
2055,1
2056,9
2057,0
2058,0
2059,2
2060,0
2061,2
2062,1
2063,1
2064,3
2065,4
2066,5
2067,1
2068,8
2069,8
2070,1
2071,8
2072,8
2073,1
2074,2
2075,3
2076,4
2077,3
2078,5
2079,7
2080,5
2081,9
2082,6
2083,3
2084,9
2085,6
2086,1
2087,4
2088,1
2089,1
2090,1
2091,1
2092,8
2093,7
2094,1
2095,1
2096,4
2097,9
2098,4
2099,4
2100,3
2101,3
2102,9
2103,3
2104,3
2105,1
2106,4
2107,7
2108,6
2109,4
2110,3
2111,7
2112,9
2113,5
2114,1
2115,3
2116,0
2117,1
2118,2
2119,3
2120,3
2121,7
2122,6
2123,4
2124,6
2125,6
2126,8
2127,3
2128,7
2129,0
2130,1
2131,7
2132,8
2133,3
2134,0
2135,9
2136,0
2137,6
2138,9
2139,5
2140,6
2141,7
2142,0
2143,9
2144,1
2145,5
2146,4
2147,5
2148,4
2149,7
2150,5
2151,7
2152,9
2153,1
2154,6
2155,9
2156,6
2157,0
2158,8
2159,1
2160,7
2161,0
2162,5
2163,9
2164,1
2165,9
2166,3
2167,2
2168,6
2169,3
2170,4
2171,9
2172,0
2173,0
2174,7
2175,1
2176,5
2177,1
2178,8
2179,2
2180,8
2181,5
2182,8
2183,5
2184,2
2185,2
2186,4
2187,2
2188,4
2189,9
2190,7
2191,4
2192,3
2193,3
2194,2
2195,9
2196,7
2197,8
2198,8
2199,6
2200,4
2201,2
2202,3
2203,1
2204,5
2205,6
2206,1
2207,7
2208,5
2209,6
2210,5
2211,6
2212,0
2213,8
2214,3
2215,5
2216,5
2217,1
2218,0
2219,4
2220,4
2221,5
2222,2
2223,5
2224,0
2225,2
2226,2
2227,3
2228,4
2229,7
2230,5
2231,2
2232,7
2233,9
2234,1
2235,0
2236,3
2237,2
2238,7
2239,7
2240,0
2241,4
2242,3
2243,3
2244,4
2245,8
2246,7
2247,0
2248,6
2249,1
2250,4
2251,9
2252,4
2253,8
2254,5
2255,6
2256,2
2257,2
2258,8
2259,4
2260,1
2261,7
2262,0
2263,3
2264,7
2265,8
2266,7
2267,9
2268,8
2269,1
2270,1
2271,3
2272,6
2273,7
2274,3
2275,7
2276,3
2277,6
2278,1
2279,8
2280,9
2281,9
2282,2
2283,8
2284,9
2285,4
2286,1
2287,3
2288,1
2289,8
2290,8
2291,3
2292,3
2293,3
2294,9
2295,7
2296,1
2297,7
2298,5
2299,6
2300,0
2301,2
2302,7
2303,2
2304,5
2305,6
2306,4
2307,5
2308,3
2309,6
2310,7
2311,5
2312,7
2313,4
2314,6
2315,7
2316,7
2317,9
2318,2
2319,6
2320,3
2321,1
2322,8
2323,3
2324,9
2325,4
2326,3
2327,5
2328,8
2329,1
2330,6
2331,8
2332,9
2333,3
2334,9
2335,6
2336,5
2337,6
2338,0
2339,8
2340,3
2341,3
2342,7
2343,0
2344,7
2345,9
2346,5
2347,7
2348,1
2349,5
2350,1
2351,7
2352,8
2353,8
2354,6
2355,6
2356,3
2357,0
2358,8
2359,2
2360,5
2361,9
2362,8
2363,6
2364,0
2365,9
2366,8
2367,5
2368,5
2369,0
2370,0
2371,2
2372,1
2373,3
2374,1
2375,6
2376,1
2377,8
2378,0
2379,9
2380,9
2381,9
2382,2
2383,3
2384,3
2385,5
2386,7
2387,1
2388,8
2389,4
2390,9
2391,5
2392,0
2393,6
2394,7
2395,1
2396,4
2397,3
2398,8
2399,4
2400,8
2401,3
2402,3
2403,4
2404,7
2405,9
2406,8
2407,5
2408,7
2409,9
2410,6
2411,8
2412,9
2413,7
2414,1
2415,2
2416,8
2417,8
2418,9
2419,3
2420,1
2421,5
2422,0
2423,3
2424,6
2425,8
2426,7
2427,9
2428,5
2429,6
2430,6
2431,0
2432,9
2433,1
2434,1
2435,3
2436,7
2437,8
2438,1
2439,5
2440,7
2441,3
2442,0
2443,7
2444,7
2445,5
2446,9
2447,4
2448,4
2449,6
2450,6
2451,4
2452,4
2453,6
2454,8
2455,4
2456,8
2457,2
2458,5
2459,3
2460,1
2461,8
2462,7
2463,6
2464,9
2465,5
2466,7
2467,6
2468,8
2469,8
2470,2
2471,3
2472,9
2473,2
2474,1
2475,4
2476,3
2477,8
2478,1
2479,7
2480,3
2481,5
2482,4
2483,3
2484,3
2485,4
2486,1
2487,7
2488,2
2489,5
2490,1
2491,4
2492,2
2493,0
2494,1
2495,0
2496,0
2497,3
2498,9
2499,1
2500,1
